index,Stilling id,Registrert dato,Arbeidssted fylke,Yrke grovgruppe,Stillingsbeskrivelse vasket
72127,9515982,2017-01-23,Troms,Bygg og anlegg,"Vi har behov for en jord steinarbeider, som ikke er redd for å ta i et tak, har god fysisk helse, er pliktoppfyllende og ikke minst positivt anlagt med godt humør. Du har gjerne jobbet innenfor bygg og anlegg tidligere, men dette er ikke et absolutt krav. Arbeidsoppgavene består i grøftearbeid, hjelpearbeid ved rørlegging, samt hjelpearbeid generelt innenfor de virkeområdene vi opererer i. ADK sertifikat er en klar fordel, men ikke et krav.  "
144646,9642802,2017-09-28,Akershus,Undervisning,"100. vikariat som SFO. fagansvarlig v Setskog oppvekstsenter fra 01. 01. 18 til 31. 07. 18. Setskog oppvekstsenter består av barnehage, skole og SFO. Skolen er en fådelt 1. 7 skole med 50 elever. SFO har per i dag 22 barn. SFO har høyt fokus på trivsel, trygghet og sosial kompetanse. Arbeidsområder oppgaver. Vi ser etter en person som er positiv, tydelig og løsningsorientert. SFO. fagansvarlig må kunne ta ansvar og kunne arbeide selvstendig, samtidig som han hun har evnen til et utstrakt samarbeid med alle parter i skole. og SFO. Den vi søker skal ha ansvar for å lede SFO, veilede SFO. ansatte, igangsette og følge opp utviklingsarbeid og ha oppfølging av vikarer. Den største delen av stillingen vil likevel være direkte rettet mot barna på SFO og på skolen. Nødvendig kompetanse. Pedagogisk eller annen relevant høyere utdanning. Personlig egnethet og gode evner til å kommunisere med barn, foreldre og ansatte vektlegges. Hvis vi ikke får søkere med kvalifisert utdanning, kan andre med egnet kompetanse komme i betraktning. Vi kan tilby. En innholdsrik og spennende hverdag i et trivelig miljø. Politiattest må framlegges før tiltredelse. Vi ønsker oss medarbeidere som viser kommunens verdiplattform RAUS i praksis. Respekt:          Alle har rett til å bli tatt på alvor. Ansvar:            Vi tar ansvar og er til å stole på. Utvikling:         Vi ser muligheter og gjør noe med dem. Service:           Vi opptrer åpent, ærlig og tydelig. Ønskes ytterligere informasjon, er du velkommen til å ta kontakt med rektor. på tlf. Søknadsfrist: 15. 10. 17. Kun søknader innsendt på elektronisk søknadsskjema vil bli tatt med i vurderingen. Gang per uke: 100. "
105072,9532015,2017-02-20,Oslo,Reiseliv og transport,". Vi søker erfarne og energirike servitører med minst 2 års yrkeserfaring , som har ambisjoner om å levere service som imøtekommer gjestenes forventninger. Arbeidet omhandler à la carte, banketter og store arrangementer. Vi søker personal som fortrinnsvis har erfaring innen alle disse feltene, og ha gjerne erfaring med fatservering. Du har høy sosial kompetanse, kjenner stolthet over ditt yrke og setter alltid gjesten i fremste rekke. Som en av våre medarbeidere tilbyr vi et utviklende og spennende arbeid i et proffesjonelt team som omfatter hele Oslo. området. Din arbeidsplass vil variere og det er en gylden mulighet for å utvikle og ekspandere ditt nettverk og kontakter samtidg som du bygger på din karriereerfaring. Høres dette ut som noe som svarer til din kompetanse og interesse sender du oss en søknad allerede idag, lykke til. "
99415,9548905,2017-03-21,Oslo,Akademiske yrker,". Bane NOR er et statlig foretak med ansvar for den nasjonale jernbaneinfrastrukturen. Bane NORs formål er å sørge for tilgjengelig jernbaneinfrastruktur og effektive og brukervennlige tjenester, inkludert knutepunkts. og godsterminalutvikling. Foretaket har ansvaret for planlegging, utbygging, forvaltning, drift og vedlikehold av det nasjonale jernbanenettet, trafikkstyring og forvaltning og utvikling av jernbaneeiendom. Bane NOR har det operative koordineringsansvaret for sikkerhetsarbeidet og operativt ansvar for samordning av beredskap og krisehåndtering. Bane NOR har om lag 4. 500 ansatte og har hovedkontor i Oslo. InterCity. satsingen omfatter planlegging og bygging av sammenhengende dobbeltspor på Dovrebanen, Vestfoldbanen, Østfoldbanen og Ringeriksbanen. I de kommende årene skal det planlegges og bygges 270 kilometer med nytt dobbeltspor og 25 nye stasjoner for å gjøre InterCity. nettet komplett. Utbyggingen av dobbeltspor i InterCity. nettet vil gi de reisende et nytt og fremtidsrettet togtilbud med kort reisetid og hyppige avganger. Ringeriksbanen er en del av InterCity. satsingen og sammen med E16. det største fellesprosjektet for veg og jernbane i Norge. Ved ferdigstillelse vil Sandvika være kun 20 korte minutter unna Hønefoss. I tillegg skal dette prosjektet knytte øst og vest i Norge tettere sammen. Når prosjektet er ferdig vil vi ha forkortet reisetiden med tog mellom Bergen og Oslo med rundt en time. Nå leter enhetene "". og E16"" og ""Plan og utredning InterCity"" etter deg som brenner for HR faget. HR. rådgiver vil få det operative ansvaret for å sikre at sentrale prosesser og strategier innen HR blir fulgt og implementert. Vedkommende skal bistå og utvikle ledere med ivaretakelse av deres personalansvar, samt gi råd og veiledning innenfor HR. området. Stillingen rapporterer til prosjektdirektørene ved de to enhetene og HR. sjef i Utbyggingsdivisjonen. Arbeidssted vil være Sandvika og Oslo. støtte til våre ledere i rekrutteringsprosesser, bl. a. med intervjuer tester. bistå ledere i utøvelse av Bane NORs personal. og lønnspolitikk. veiledning rådgivning og utvikling av ledere innenfor HR. området generelt. støtte i omstillingsprosesser og organisasjonsutvikling. støtte opp under prosesser for medbestemmelse og sikre god medarbeidertilfredshet. planlegging og oppfølging av tiltak i forhold til arbeidsmiljø. trivselsundersøkelser. koordinering av Bane NORs traineeprogram ute i prosjektene. sikre at HR metodikk og praksis er i samsvar med gjeldende lover og regler. analyse. og rapportarbeid innen personal, bl. a. for bemanning, kompetanse og lønn. delta i ulike prosjekter og HR nettverk internt i Bane NOR. Ønskede kvalifikasjoner. bachelor. mastergrad innen relevante fagområder. god erfaring og kunnskap om prosedyrer og prinsipper innen HR. rekruttering og veiledningskompetanse vil bli tillagt vekt. god kunnskap om relevant lov. og avtaleverk. god skriftlig og muntlig framstillingsevne. ønskelig med testkompetanse, helst Cut. e. Fordel med erfaring fra Webcruiter. erfaren bruker av Office og andre IT. baserte HR. verktøy. Personlige egenskaper. vi søker deg som har gode samarbeids. og kommunikasjonsevner og som liker å jobbe systematisk og målrettet for å oppnå gode resultater. du er fleksibel, selvstendig og har stor arbeidskapasitet. du har fokus på god leveranse til våre ledere og ønsker å bidra til å gi dem den støtten de må ha for å nå sine mål. vi legger vekt på lojalitet i forhold til Bane NORs etiske retningslinjer, og våre verdier som er åpen, profesjonell og engasjert. Vi tilbyr. en allsidig og utfordrende stilling hv"
69517,9514249,2017-01-18,Troms,Serviceyrker og annet arbeid,". Akkurat nå søker vi. Sikkerhetskontrollører Vektere, deltid. Ønsker du å jobbe i Securitas er det avgjørende for oss at du kan identifisere deg med våre verdier. er. Flyplasstjeneste og sikkerhetskontroll. Securitas utfører sikkerhetskontroll på lufthavner fra Longyearbyen i nord til Kristiansand i sør. Du ser oss på 49 lufthavner i Norge. Securitas har utført sikkerhetskontrolltjenester siden 1975. Sikkerhetskontrolltjenester omfatter i hovedsak kontroll av reisende, bagasje, frakt, post og dokumenter. I tillegg utfører vi adgangskontroll. Vi utfører også tjenester for fraktleverandører. Securitas har sikkerhetskontroll på en rekke lufthavner i Europa for øvrig. Det er. AS som utfører disse tjenestene. er offentlig godkjent som en egen sikkerhetsopplæringsorganisasjon for sikkerhetskontroll, med egen skoleavdeling. Du kan se mer om Securitas på. Kontroll av reisedokumentasjon. Sikkerhetskontroll. Du er konfliktløsende. Du er løsningsorientert. Du jobber raskt og effektivt. Du kan arbeide selvstendig og i team. Du følger prosedyrer og retningslinjer. Du setter høye standarder for kvalitet. Må være over 18 år (jf. Lov om vaktvirksomhet). God muntlig og skriftlig fremstillingsevne. Andre fremmespråk er en fordel, men ingen krav. God fysisk og psykisk helse. Tilfredsstillende fargesyn. Førerkort kl. B. Disponere egen bil. Vekteropplæring trinn 1 er en fordel. Å jobbe i Securitas krever at en er voksen, trygg på seg selv, tålmodig, fleksibel, løsningsorientert og at en trives i arbeid med og blant mennesker. Det vil bli lagt stor vekt på personlig egnethet for yrket, modenhet og tidligere referanser. Vi forutsetter dessuten at alle våre fremtidige medarbeidere har en ryddig personlig økonomi og tar fullstendig avstand fra all bruk av narkotika og dopingmidler. Securitas henter inn uttømmende politiattest på kandidater som vurderes for ansettelse. Vi tilbyr. For å bli vurdert for disse stillingene forutsettes det at søkeren benytter søknadsskjemaet som medfølger denne utlysningen. Mye av kommunikasjonen m"
119180,9511450,2017-01-13,Vest-Agder,"Helse, pleie og omsorg","Psykiatrisk sykepleier, 2 x 100. vikariat. Rus og psykisk helse vest. Arbeidstid 37,5 t. Erfaring fra tilsvarende arbeid. God muntlig fremstillingsevne. God på systemjobbing og samarbeid. Må kunne bruke data som arbeidsverktøy. Må ha førerkort kl. B. Utdanningstittel: Psykiatrisk sykepleier. Høyskole universitet, Bachelor grad. Godt faglig blikk. Må kunne arbeide selvstendig og målrettet, men også være en lagspiller. Må være fleksibel og evne å stå i utfordrende relasjoner over tid. Gode samarbeidsevner. Opptre profesjonelt. Selvstendige og varierte oppgaver. Ansvar og medbestemmelser i arbeidshverdagen. Gode velferdsordninger i kommunen. Årlig medarbeidersamtaler og veiledning. 32, 4621 Kristiansand S. , Avdelingsleder,. , Avdelingsleder,. Annonsør: Kristiansand kommune. Ref. nr. .  Stillingsbrøk: 100. Vikar. For elektronisk søknadsskjema.  "
24776,9662362,2017-11-01,Akershus,Ledere,". Extensor AS er en av Norges ledende leverandører av journal. og administrasjonsprogramvare til helsevirksomheter. Extensor utvikler og leverer journal. og administrasjonsystemet Extensor 05. Extensor 05 retter søkelyset på de reelle problemstillinger helsevirksomheter står overfor i dag. Extensor forenkler og effektiviserer helsevirksomheters administrative hverdag. Extensor skal oppnå dette gjennom å være nyskapende, ambisiøs, strukturert, tillitsvekkende og ydmyk. Vi søker en ambisiøs Salgs. og markedssjef som ønsker å vokse i og sammen med selskapet. Stillingen vil få en sentral posisjon i Extensor og har ansvar for å utvikle og innfri selskapets strategier og mål i et marked i sterk utvikling. Extensor er opptatt av profesjonalitet og kvalitet, og innovasjon og nytenkning er en viktig del av hverdagen. Vi har ambisjoner om sterk vekst i årene fremover. Vår nye Salgs. og markedssjef vil ha følgende arbeidsoppgaver.  Salg av Extensor. softwareløsninger. Deltakelse i ledergruppen. Profilering og posisjonering i samarbeid med ledergruppa. Strategisk salg med overordnet ansvar for nøkkelkunder. Merkevarebygging. Digital kompetanse. Salgs. og markedssjef skal være en pådriver for at Extensor skal vokse og utvikle sin markedsposisjon. Riktig kandidat må ha et positivt engasjement, våge å tenke nytt og være tydelig på egne meninger. Du kjenner markedet godt og vet hva som rører seg, gode relasjons byggende egenskaper kan imidlertid erstatte nettverk i bransjen. For å lykkes hos oss må du være lyttende, ha en utpreget stå. på vilje, samt være fremtidsrettet i forhold til ny teknologi. Vi ser etter deg som har kommersiell legning med høy grad av struktur, som er nytenkende og kost nytte orientert. Vi ønsker at du er selvgående men også en god lagspiller som liker å jobbe med andre mennesker. Du skal trives i salgsrollen, og evne å utvikle og bevare et godt arbeidsmiljø. Stillingen passer godt for deg som trives med tempo og engasjement. og markedssjef har relevant utdannelse og arbeidserfaring. Kjennskap og interesse for salg av software er spesielt viktig. Videre er det ønskelig med erfaring fra IT, og at du har god kontraktsforståelse. Personlige egenskaper kan kompensere for manglende kvalifikasjoner. Extensor kan tilby store påvirkningsmuligheter i en virksomhet med stort potensial. Det er varierte arbeidsoppgaver med spennende utfordringer og et godt arbeidsmiljø som preges av stort engasjement, dyktige kollegaer og godt humør. Rollen vil rapportere til daglig leder og ha kontorsted i Sandvika. Noe reisevirksomhet må påregnes. Du kan vise interesse for stillingen ved å sende oss din CV og søknad. Har du spørsmål om stillingen eller prosessen, kan du ta kontakt med vår rekrutteringspartner. på telefon. eller mail. Aktuelle kandidater vil bli kalt inn til intervju fortløpende. "
84618,9635670,2017-09-15,Oslo,Undervisning,". Nydalen videregående skole ligger sentralt til i et urbant miljø midt i Nydalen. Skolen åpnet i august 2011. Vi tilbyr utdanningsprogrammene Studiespesialisering, Helse. og oppvekstfag, Service og samferdsel, Tilrettelagt. opplæring og er knutepunktskole for Hørselshemmede. Skolen har ca 950 elever og ca 170 ansatte. Les mer om Nydalen videregående skole her. Lede og videreutvikle skolens og avdelingens profil og strategi. Forvalte skolens samlede ressurser på en måte som sikrer god undervisning og læring på de ulike arenaene. Lede og motivere medarbeidere til samarbeid og målrettet innsats for å øke elevenes læringsutbytte. Bidra til å utvikle lederteamet som jobber systematisk og forskningsbasert med oppfølging av elevenes læring og utvikling. Ha ansvar sammen med resten av skolens ledelse for oppfølging av elevresultater. Personalansvar med fokus på personalutvikling. Du har relevant høyere utdanning, solid lærer. og ledererfaring. Du kan vise til god resultatutvikling. Du er kunnskapsorientert og har erfaring fra pedagogisk utviklingsarbeid. Utdanning innen skoleledelse vil bli vektlagt. Høyskole Universitet. Personlig egnethet vektlegges. Den som tilsettes må ha gode evner til å motivere personalet, ha samarbeidsevner og være fleksibel. Du må være inkluderende og målrettet, være prosess. og utviklingsorientert, initiativrik, ha stor arbeidskapasitet. Du må være analytisk, målrettet og ambisiøs. Du må være tilgjengelig og ikke redd for å ta på deg oppgaver. Du må være tydelig og synlig som avdelingsleder og motivere til felles innsats til elevenes beste. Din lederstil preges av involvering, tydelig kommunikasjon og god gjennomføringsevne. En spennende og utfordrende jobb i en skole i utvikling. Lederutviklingsprogrammer og mange møtepunkter for faglig utvikling og nettverksbygging. Konkurransedyktige betingelser. Lønns. og arbeidsvilkår er fastsatt i lov. og avtaleverk. Pliktig medlemskap i. . Tilsetting er betinget av godkjent politiattest. Kontaktinformasjon. , rektor, .  Oslo. Nøkkelinformasjon.  Ref. nr. For elektronisk søknadsskjema. "
12776,9528621,2017-02-14,Oslo,Akademiske yrker,". Medieforsker analytiker med ansvar for data og rapportering. i NRK er det ledig en fast stilling som medieanalytiker med ansvar for data, dataflyt og rapportering. Stillingen opererer i landskapet mellom analyse, utvikling og rapportering (""business intelligence""). Analyse og rapportering av metadata. Anskaffelse, forbedring, kvalitetssikring og utvikling av brukerdata, metadata etc. Utvikling og implementering av dashbord og rapporter sammen med Medieutviklingsavdelingen. Dialog med brukerne på tvers av NRK for å kartlegge behov for data og rapportering. Opplæring av og støtte til brukere ved behov. Dokumentert utdanning og erfaring med dataanalyse behandling. Erfaring med utvikling og implementering av dashboard, datavarehus og rapporteringsløsninger. Programmeringskompetanse, gjerne innenfor SQL, SAS, R eller lignende. Kjennskap til ulike rapportering databehandlingsverktøy, fex Qlik, Tableau, Chartio etc. Kunnskaper innen kvantitativ metode og statistikk. Erfaring med nett. analyse og andre kvantitative analyser. Forståelse av sosiale medier, analyser av de og dataene de skaper. Erfaring med medieanalyse og gjerne bruk av verktøy som Infosys, Techedge, Gallup PC og Scores,. Personlige egenskaper Det vil bli lagt vekt på at søker har gode samarbeidsevner, har en positiv og fleksibel innstilling, kan arbeide raskt og effektivt, samt kan uttrykke seg klart og godt både skriftlig og muntlig. Vi ønsker en analytiker med hjerte for data og hva man skape gjennom de. Vi ønsk"
108078,9506297,2017-01-03,Oslo,Ingeniør- og ikt-fag,"Konsernrevisjonen IT styrker laget innenfor digitalisering, sikkerhet og drift. Alle vet at DNB er Norges største bank. Men visste du at vi har over 7 millioner besøk i nettbanken vår hver måned, og at det snart er 14 millioner besøk i mobilbanken på en måned. Har du også tenkt på hva Vipps har vist om DNB sin leveransekraft fra IT miljøene. Derfor betyr IT ekstra mye når vi skal møte kundenes forventninger i tiden som kommer. Konsernrevisjonen er blant landets fremste fagmiljøer innen operasjonell revisjon og vi blir hørt av både styret og konsernledelsen. Vi har betydelig kompetanse og mål om å hjelpe DNB med å møte dagens og morgendagens utfordringer. Vi kjennetegnes av godt humør, stor takhøyde og vilje til endring. Hos oss får medarbeidere muligheten til å bryne seg på alt fra detaljer til strategiske utfordringer, og utvikle seg i samarbeid med gode kolleger. Vi har en forretningsorientert tilnærming, og er i tett dialog med konsernets forretnings. og støtteområder. Vi har to ledige stillinger, en som vil jobbe mye med utviklingsmiljøene og prosesser som digitaliseres i grensesnittet mellom forretning og IT og en som i stor grad vil fokusere på sikkerhet og drift. Sentrale arbeidsoppgaver ansvar vil være.  Vurdering og forbedring av avanserte prosesser inkludert IT og digitalisering i konsernet. Deltagelse i prosjekter i Konsernrevisjonen. Oppfølging av forbedringstiltak i konsernet. Utdannelse og erfaring.  Utdannelse på høyskole universitetsnivå. Relevant erfaring kan kompensere for manglende formell utdannelse. God risikoforståelse og evne til å se risikoer i større sammenhenger. Erfaring og interesse for å følge med i den teknologiske og sikkerhetsfaglige utviklingen. God skriftlig og muntlig framstillingsevne på norsk og engelsk. Fordel med sertifisering som CISA, CRISC, GSNA, CISSP, ITIL practitioner. , TOGAF, ISO 27001 eller tilsvarende. For stillingen innen sikkerhet og drift bør du ha relevant erfaring fra roller innen, informasjonssikkerhet, drift eller revisjon. For stillingen innen utvikling digitalisering bør du ha relevant erfaring innen utvikling, prosessdesign eller revisjon. Du bør ha erfaring med minst ett programmeringsspråk. Banksektoren er i sterk endring både i Norge og internasjonalt, med nye tjenester og måter å møte kundene på, rask teknologisk endring og veldig fokus på ny bruk av informasjon. Du må være løsnings. og resultatorientert og ha høy gjennomføringsevne, samt være fokusert på å finne gode løsninger for konsernet. Evnen til å jobbe selvstendig, effektivt og strukturert er viktig hos oss. Vi jobber samtidig mye i team, og du må være god på å samarbeide og dele kunnskap og erfaring med kollegaer. samt være åpen for innspill. For å lykkes i stillingen må du kunne bygge relasjoner og jobbe på tvers av ulike miljøer, og hele tiden bevare helhetsbilde for hva DNB trenger. Med oss på veien trenger vi deg som trigges av tanken på å bidra i utviklingen av bransjen, slik at DNB kan møte kundene på nye og smartere måter. Hos oss vil du finne gode muligheter for faglig og personlig utvikling, konkurransedyktige betingelser og sentrale lokaler i Oslo. Lønnes etter kvalifikasjoner. Kontaktpersoner.  , mob.  Fullstendig informasjon og søknad via denne siden. "
64749,9533655,2017-02-22,Akershus,"Helse, pleie og omsorg",". Vil du være en del av et skapende, engasjerende og resultatorientert miljø. Leter du etter en arbeidsplass med utfordrende og varierte arbeidsoppgaver der du kan samarbeide med dyktige, dedikerte og hyggelige medarbeidere. Nå har du muligheten. I Ski kommune har vi fra 01. 05. 2017 ledig en stilling for fysioterapeut. Stillingen er organisert i avdeling ReHabilitering med målgruppe voksne over 18 år. Daglig arbeidssted er Kirkeveien 3. Avdelingen har et godt tverrfaglig miljø, og består av fysioterapeuter, ergoterapeuter, fagarbeidere og sekretær. Vurdere funksjon, planlegge, utføre og evaluere fysioterapifaglige tiltak, individuelt og i grupper, inkl. bassenggrupper. Målrettet arbeid i samarbeid med bruker, fagpersoner i kommunehelsetjenesten og andre samarbeidspartnere. Oppfølging og behandling av brukere i hjemmet og på institusjon. Følge faglig utvikling innen eget fagområde. Delta i individuelt planarbeid. Delta i fag. og kvalitetsutvikling i avdelingen. Delta i mål. og endringsarbeid. Delta i veiledning av studenter og turnuskandidater. Offentlig godkjent fysioterapeut. Erfaring fra kommunehelsetjenesten. Kjennskap til journalføring i Gerica. Erfaring fra og interesse for gruppebehandling og bassenggrupper. Erfaring fra og interesse for arbeid med eldre brukere. Erfaring fra og interesse for fallforebyggende arbeid blant eldre. Må beherske norsk både muntlig og skriftlig. Ønskelig med førerkort klasse B. Medisin Helse Sosialfag. Høyskole Universitet, Diplom Bachelorgrad. Positiv og faglig engasjert. Gode kommunikasjons. og samarbeidsevner. God arbeidskapasitet. Fleksibel. Evne til å jobbe selvstendig, ta initiativ, være strukturert og løsningsorientert. Personlig egnethet vil bli vektlagt. Faglige utfordringer. En spennende og utfordrende jobb i et godt arbeidsmiljø. Gode utviklingsmuligheter stipendordning. Gode pensjonsrettigheter. Ski kommune har avtale om inkluderende arbeidsliv (IA). Lønn etter avtale Ski kommunes lønnsspenn. Attester og vitnemål tas med til et evt. intervju. Den som yter tjenester etter helse. og omsorgstjenesteloven skal fremlegge politiattest som nevnt i helse. og omsorgstjenesteloven § 5. 4. Ingen reiseaktivitet. Kontaktinformasjon. , Avdelingsleder, (. 47).  Ski. Ref. nr. https: www. webcruiter. no wcmain advertviewpublic. aspx. oppdragsnr. ogcompany. id. ogculture. id. NB. NO. For elektronisk søknadsskjema. "
57186,9530943,2017-02-17,Hordaland,Undervisning,"Jobbnorge ID: 134235. i Bergen, Institutt for global helse og samfunnsmedisin, er det frå 1. januar 2018 ledig ei fast stilling som førsteamanuensis (50. ) i medisin (allmennmedisin). Arbeidsstad er Kalfarveien 31 i Bergen. Ein stillingsomtale med nærare presisering av fagkrins og ansvarsområde, særlege plikter og andre tilhøve som det vert lagt vekt på ved tilsetjinga, finn du lenger ned på sida. Stillinga skal vere knytt til faggruppe for allmennmedisin. Utfyllande opplysningar om stillinga får ein ved å kontakte instituttleiar, professor. , tlf. .  , e. post.  søkjarar må ha norsk doktorgrad i relevant fagområde eller tilsvarande kompetanse. søkjarar må ha erfaring frå klinisk allmennmedisin og helst vere spesialist i allmennmedisin eller under spesialistutdanning. det vil verte lagt vekt på evne til nettverksbygging nasjonalt og internasjonalt. pedagogisk basisutdanning er eit krav for stillinga. Den som vert tilsett vil få tilbod om opplæring dersom kravet ikkje er oppfylt før tilsetjing. Den som skal tilsetjast skal arbeide med forsking som relevant for fagfeltet allmennmedisin og må kunne dokumentere forsking innan feltet. Det vert lagt vekt på forskings. og undervisingserfaring. Vidare vert det lagt vekt på vilje og evne til samarbeid. Undervisingsspråket er til vanleg norsk. Vi kan tilby. eit godt og internasjonalt arbeidsmiljø og spanande arbeidsoppgåver i eit fakultet med fagmiljø som hevdar seg godt nasjonalt og internasjonalt. faglege utfordringar med gode høve for personleg utvikling og kompetanseutvikling. løn etter lønssteg 62. 64 (kode 1011 lønsramme 24. 6. 24. 8) i lønsregulativet til staten ved tilsetjing, for tida 532 400. 556 700 kr brutto pr. år for ei fulltidsstilling. Vidare opprykk skjer etter tenesteansiennitet i stillinga. Det vert trekt 2. pensjonsinnskot til Statens pensjonskasse. For særleg kvalifiserte søkjarar kan det verte aktuelt å vurdere høgare løn. medlemskap i. stilling i ei inkluderande arbeidslivsverksemd (IA. verksemd). gode velferdsordningar. Retningsliner. Den som vert tilsett pliktar å ta del i undervising og eksamen etter dei studieordningane som gjeld til ein kvar tid, og utan godtgjersle å rette seg etter dei endringane som gjennom lov måtte bli vedtekne om fagkrins, pensjonsordning og aldersgrense. Kvinner vert spesielt oppmoda om å søkje. Dersom dei sakkunnige finn at fleire søkjarar har tilnærma like kvalifikasjonar, vil reglane om kjønnskvotering i Personalreglementet for vitskapelege stillingar verte følgde. p style. ""margi"
115886,9569274,2017-04-28,Hordaland,Undervisning,"Jobbnorge ID: 137611. Avdeling for lærarutdanning er Vestlandets største lærarutdanningsinstitusjon med rundt 2650 studentar og 260 tilsette, og tilbyr barnehagelærarutdanning, grunnskulelærarutdanning for 1. 7. og 5. 10. trinn, praktisk. pedagogisk utdanning, bachelorutdanningar, 9 masterutdanningar og eit ph. d. program. Vi har eit omfattande etter. og vidareutdanningstilbod. Avdelinga har to forskingssentre: Senter for kunstfag, kultur og kommunikasjon og Senter for utdanningsforsking.  . Stillinga er primært retta mot undervisning, rettleiing, vurdering og oppfølging i praksis i  grunnskulelærarutdanninga og i barnehagelærarutdanninga. Stillinga kan og innehalde arbeidsoppgåver knytt til kurs, studietur, administrative oppgåver og andre oppdrag. Søkjarane må ha minimum mastergrad i forming kunst og handverk eller tilsvarande. Den som vert tilsett må ha kompetanse innafor eit eller fleire av fagområda. kunst, arkitektur og design slik dei blir formidla i lærarutdanninga. Kompetanse innanfor tekstil vektleggast. Den som vert tilsett må ha relevant praksis, didaktisk kompetanse, forskings. og formidlingskompetanse.  . Den som vert tilsett må ha gode samarbeids. og formidlingsevner, men og evne til å arbeide sjølvstendig, ta initiativ og vere fleksibel. Søkjarane må meistre norsk eller eit anna skandinavisk språk.  . Det vil bli vurdert om søkjar er personlig egna for stillinga. Send søknad og CV ved å klikke på knappen merka ""Søk denne stillinga»"" på denne sida. Som vedl"
127042,9673145,2017-11-20,Hordaland,Akademiske yrker,"Presentasjon av stillingen.  FLO har i overkant av 1 900 ansatte og gjennomfører anskaffelser for ca 13 MRD årlig. FLO er en kompetansebedrift og de ansatte er blant annet offiserer, ingeniører, økonomer, jurister, prosjektledere og teknisk personell. Stillingsinnehaver skal støtte kategoriansvarlig med taktiske anskaffelsesprosesser. Merkantil saksbehandler skal lede anskaffelsesprosessen fra mottak av bestilling av behov fra behovshaver (de ulike forsvarsgrenene i Forsvaret) til kontrakt er klargjort for signering, herunder gjennomføre behovs. og markedsanalyser, støtte i utarbeidelsen av kravspesifikasjon, ferdigstille anskaffelsesdokumentene, gjennomføre forhandlinger og klargjøre for kontraktsinngåelse. Tjenestested: Haakonsvern. Merkantil saksbehandler er ansvarlig for gjennomføring og koordinering av anskaffelser innen respektiv kategori, herunder.  Sette sammen et anskaffelsesteam i samarbeid med kategoriansvarlig. Gjennomføre intern behovsspesifisering og analyse. Gjennomføre anskaffelsen i overenstemmelse med intern styringsdokument og fullmakthierarki. Gjennomføre markedsundersøkelser (dialog). Utforme anskaffelsesstrategi for den enkelte anskaffelse i samarbeid med kategoriansvarlig. Utforme forsyningsstrategi for den enkelte anskaffelse i samarbeid med kategoriansvarlig. Utarbeide anskaffelsesdokumentene, herunder konkurransegrunnlaget. Bistå behovshaver i utarbeidelsen av kravspesifikasjon. Utarbeide kunngjøringen og gjennomføringen av anskaffelsesprosessen, herundergjennomføre evaluering og eventuelle forhandlinger i anskaffelsesprosessen, utferdige tildelings. , meddelelses. og avvisningsbrev,samt. Besvare klager og innsynsbegjæringer, samt klargjøre kontrakt for kontraktsinngåelse. Støtte avtaleforvalter i implementeringen og ved behov støtte avtaleforvalter i forvaltningen av kontrakter. Kunngjøring av konkurranseresultatet. Gjennomføre eventuelle forhandlinger ved prolongering av eksisterende rammeavtaler i samarbeid med avtaleforvalter. Føre anskaffelsesprotokoll i tråd med anskaffelses gjeldende regelverk og intern instruks. Merkantil saksbehandler skal sikre at innhold, form og metode i anskaffelsesprosessen bidrar til realisering av kategoriens strategiske målsetninger, herunder logistikk. , beredskaps. , kvalitets. og finansielle. målsetninger. Høyere utdanning på masternivå innen relevant fagkrets. Relevant erfaring kan oppveie for kravet til høyere utdanning på masternivå. Ønskelig med juridisk eller økonomisk utdannelse. Minimum 1 års erfaring innenfor anskaffelsesfaget. Videre må søker kunne sikkerhetsklareres for Hemmelig NATO Secret. Juridiske fag. Økonomi. Administrasjon og ledelse. Resultatorientert og initiativrik. Gode kommunikasjons. og samhandlingsevner. Har handlekraft gjennom faglig styrke. Stillingen krever meget god muntlig og skriftlig fremstillingsevne på norsk og engelsk. Norsk. Engelsk. Gode muligheter for personlig og faglig utvikling. Fleksibel arbeidstid, med mulighet for trening i arbeidstiden. Gode pensjons. og velferdsordninger. Den statlige arbeidsstyrken skal i størst mulig grad gjenspeile mangfoldet i befolkningen. Det er derfor et mål å oppnå en balansert alders. og kjønnssammensetning, og rekruttere personer med innvandringsbak"
