Stilling id,Registrert dato,Yrke grovgruppe,Setning,Kategori,,Notater
9340106,2016-01-04,Ledere,For å lykkes i stillingen tror vi du må være en utadvendt inspirerende og samlende person med utpregede samarbeids,2,,
9340106,2016-01-04,Ledere,og kommunikasjonsevner samt evne til å bygge tillit og gode relasjoner,2,,
9340106,2016-01-04,Ledere,Du må være resultatorientert og gjennomføringssterk ha en planmessig og strukturert arbeidsmåte og evne til refleksjon,2,,
9340106,2016-01-04,Ledere,Vi tilbyr deg,0,,
9340106,2016-01-04,Ledere,høgskolen tilbyr utfordrende og varierte lederoppgaver i et aktivt og mangfoldig fagmiljø med høyt motiverte medarbeidere på en arbeidsplass i utvikling,0,,
9340106,2016-01-04,Ledere,Stillingen lønnes etter Statens lønnsregulativ stillingskode Avdelingsdirektør,0,,
9340106,2016-01-04,Ledere,For nærmere informasjon om stillingen ta gjerne kontakt med,0,,
9340106,2016-01-04,Ledere,Høgskolen ønsker at våre medarbeidere i størst mulig grad gjenspeiler mangfoldet i befolkningen,0,,
9340106,2016-01-04,Ledere,Vi oppfordrer derfor kvalifiserte søkere med innvandrerbakgrunn eller redusert funksjonsevne til å søke stillingen,0,,
9340106,2016-01-04,Ledere,Høgskolen er en IA,0,,
9340106,2016-01-04,Ledere,bedrift og forespørsler om tilretteleggingsmuligheter kan rettes til kontaktpersonene i denne annonsen,0,,
9486436,2016-11-10,Meglere og konsulenter,For kunde i Arendal søker vi etter ØKONOMISK LANDBRUKSRÅDGIVER,1,,
9486436,2016-11-10,Meglere og konsulenter,Utføre økonomisk rådgivning for jordbruk skogbruk og andre bygdenæringer,1,,
9486436,2016-11-10,Meglere og konsulenter,Arbeidsoppgaver Eierskifte Skatt merverdiavgift og arveavgift Odelslov konsesjonslov og jordlov Taksering Regnskap Budsjett og plan,1,,
9486436,2016-11-10,Meglere og konsulenter,For elektronisk søknadsskjema,0,,
9486436,2016-11-10,Meglere og konsulenter,eller samme,0,,
9482899,2016-11-02,Meglere og konsulenter,Vi fortsetter vår vekst og ønsker å styrke vår organisasjon med en motivert medarbeider til vårt team i Norge,0,,
9482899,2016-11-02,Meglere og konsulenter,Denne stillingen er ny i og vil bli en viktig link mellom salgsavdelingen kundene og våre leverandører,0,,
9482899,2016-11-02,Meglere og konsulenter,Mange av prosessene i dette området ønsker vi å videreutvikle,0,,
9482899,2016-11-02,Meglere og konsulenter,Ordre og innkjøp,1,,
9482899,2016-11-02,Meglere og konsulenter,Innesalg og kundekontakt,1,,
9482899,2016-11-02,Meglere og konsulenter,Kontakt med logistikkpartnere,1,,
9482899,2016-11-02,Meglere og konsulenter,Kunde og møtebooking,1,,
9482899,2016-11-02,Meglere og konsulenter,Et selvstendig arbeid med eget ansvarsområde,0,,
9482899,2016-11-02,Meglere og konsulenter,Utviklingsmuligheter i et av de mest ekspansive selskapene på vårt marked,0,,
9482899,2016-11-02,Meglere og konsulenter,En hektisk og spennende hverdag med mange arbeidsoppgaver,0,,
9482899,2016-11-02,Meglere og konsulenter,Du er en motivert og offensiv person som vil være med å forme denne stillingen fra starten,2,,
9482899,2016-11-02,Meglere og konsulenter,Du er interessert i å utvikle deg med mye ansvar gjennom høy arbeidsinnsats og stort engasjement,2,,
9482899,2016-11-02,Meglere og konsulenter,Besluttsomhet målbevissthet og evnen til å jobbe under stress er nødvendige egenskaper,2,,
9482899,2016-11-02,Meglere og konsulenter,Du er nøye strukturert og liker utfordringer og krav,2,,
9482899,2016-11-02,Meglere og konsulenter,Du behersker engelsk skriftlig og muntlig godt,3,,
9482899,2016-11-02,Meglere og konsulenter,Du blir del av et team som liker å jobbe sammen som har det gøy er engasjert og jobber mot,0,,
9482899,2016-11-02,Meglere og konsulenter,For mer info om vårt selskap se vår hjemmeside,0,,
9482899,2016-11-02,Meglere og konsulenter,Søknad med CV kan sendes innen november til daglig leder,0,,
9482899,2016-11-02,Meglere og konsulenter,Powermec AS Solliveien Rolvsøy,0,,
9498828,2016-12-12,Industriarbeid,Lønn Etter avtale,0,,
9498828,2016-12-12,Industriarbeid,For elektronisk søknadsskjema,0,,
9498828,2016-12-12,Industriarbeid,Søknadsfrist januar,0,,
9384571,2016-03-22,Kontorarbeid,Vi ønsker at aktuelle kandidater legger ved,0,,
9384571,2016-03-22,Kontorarbeid,Dersom du har spørsmål vedr,0,,
9384571,2016-03-22,Kontorarbeid,Klikk her for å søke,0,,
9425564,2016-06-09,Bygg og anlegg,IKKE RELVANTE SØKNADER VIL IKKE BLI BESVART,0,,
9478575,2016-10-24,Serviceyrker og annet arbeid,Politibetjenter ved seksjon for spaning,1,,
9478575,2016-10-24,Serviceyrker og annet arbeid,Kvalifikasjoner For å være aktuell for stillingen må du ha bestått eksamen fra politi høg skolen og spaningskurs ved PST,3,,
9478575,2016-10-24,Serviceyrker og annet arbeid,Som person er du positiv og sosial og en som skaper tillit og trivsel i dine omgivelser,2,,
9478575,2016-10-24,Serviceyrker og annet arbeid,Din personlighet kan gjerne være sterk så lenge den gir rom for andres,2,,
9478575,2016-10-24,Serviceyrker og annet arbeid,Du må ha gode samarbeidsevner og trives med å jobbe som en del av et lag der dine evner og vurderinger er avgjørende for lagets suksess,2,,
9478575,2016-10-24,Serviceyrker og annet arbeid,Du må derfor være bevisst på at egne valg kan få betydning for laget du er en del av,2,,
9478575,2016-10-24,Serviceyrker og annet arbeid,Stillingen krever at du må forholde deg til operativ ledelse men det forventes også at du er i stand til å ta selvstendige operative beslutninger,2,,
9478575,2016-10-24,Serviceyrker og annet arbeid,I tillegg må du ha god skriftlig og muntlig fremstillingsevne på norsk og gode engelskkunnskaper,3,,
9478575,2016-10-24,Serviceyrker og annet arbeid,For å få jobb hos oss må du ha de personlige egenskapene som ansettelse i en sikkerhetstjeneste krever,0,,
9478575,2016-10-24,Serviceyrker og annet arbeid,Lojalitet sunn dømmekraft og pålitelighet er nøkkelbegreper i denne sammenheng,1,,
9478575,2016-10-24,Serviceyrker og annet arbeid,Du må kunne autoriseres og sikkerhetsklareres for strengt hemmelig og ha norsk statsborgerskap på ansettelsestidspunktet,3,,
9478575,2016-10-24,Serviceyrker og annet arbeid,Stillingene er tiltenkt å komplettere eksisterende lag,0,,
9478575,2016-10-24,Serviceyrker og annet arbeid,Personlig egnethet sammenholdt med lagets behov tas i betraktning ved vurdering av søkerne,0,,
9478575,2016-10-24,Serviceyrker og annet arbeid,Søknad og prosess,0,,
9478575,2016-10-24,Serviceyrker og annet arbeid,Send søknadsbrev og CV elektronisk via Webcruiter,0,,
9478575,2016-10-24,Serviceyrker og annet arbeid,Aktuelle kandidater kan bli innkalt til intervju,0,,
9478575,2016-10-24,Serviceyrker og annet arbeid,Bekreftede kopier av attester og vitnemål må da tas med,3,,
9478575,2016-10-24,Serviceyrker og annet arbeid,For å kunne sikkerhetsklareres må du være villig til å gi personlige opplysninger om deg selv og dine nærmeste,3,,
9478575,2016-10-24,Serviceyrker og annet arbeid,Du oppfordres til å utvise diskresjon om at du søker stilling i PST,0,,
9478575,2016-10-24,Serviceyrker og annet arbeid,Vi tilbyr Stillingen avlønnes i lønnsramme eller for politibetjent eller,0,,
9478575,2016-10-24,Serviceyrker og annet arbeid,Endelig plassering i grad skjer i henhold til den enkeltes oppfyllelse av kompetansekriteriene,0,,
9478575,2016-10-24,Serviceyrker og annet arbeid,Endelig lønnsplassering i lønnstrinn avhenger av kvalifikasjoner og ansiennitet,0,,
9478575,2016-10-24,Serviceyrker og annet arbeid,Det er seks måneders prøvetid for stillingen,0,,
9478575,2016-10-24,Serviceyrker og annet arbeid,Endringer i stillingsinnhold arbeidstider og organisatorisk tilhørighet over tid må påregnes,0,,
9478575,2016-10-24,Serviceyrker og annet arbeid,Vi tilbyr god pensjonsordning gjennom Statens pensjonskasse fra lønnen trekkes,0,,
9478575,2016-10-24,Serviceyrker og annet arbeid,Turnustjeneste må påregnes,0,,
9478575,2016-10-24,Serviceyrker og annet arbeid,Nydalen Oslo,0,,
9478575,2016-10-24,Serviceyrker og annet arbeid,Annonsør Politiets sikkerhetstjeneste PST,0,,
9478575,2016-10-24,Serviceyrker og annet arbeid,For elektronisk søknadsskjema,0,,
9493101,2016-11-25,Kontorarbeid,stilling i ett års engasjement ledig for snarlig tiltredelse,0,,
9493101,2016-11-25,Kontorarbeid,Stillingen er tilknyttet resepsjons,0,,
9493101,2016-11-25,Kontorarbeid,ekspedisjonstjeneste i poliklinikk og administrasjon i,0,,
9493101,2016-11-25,Kontorarbeid,Sekretærstillingen er i hovedsak tillagt betjening av resepsjon og telefonhenvendelser oppgaver innen pasientadministrativt arbeid personaladministrativt arbeid og forefallende oppgaver innen merkantile tjenester,1,,
9493101,2016-11-25,Kontorarbeid,Stillingen innebærer kontakt med pasienter og deres pårørende samt samarbeidspartnere,1,,
9493101,2016-11-25,Kontorarbeid,Til stillingen ønskes en allsidig sekretær med god allmenn utdanning og kompetanse innen kontorarbeid med databaserte verktøy,3,,
9493101,2016-11-25,Kontorarbeid,Erfaring fra arbeid innen helse,3,,
9493101,2016-11-25,Kontorarbeid,sosial vil være en fordel,0,,
9493101,2016-11-25,Kontorarbeid,For nærmere opplysninger kontakt personalkonsulent,0,,
9493101,2016-11-25,Kontorarbeid,For stillinger i,0,,
9493101,2016-11-25,Kontorarbeid,Personlig egnethet evne til fleksibilitet og samarbeid samt relevant kompetanse og erfaring vektlegges,2,,
9493101,2016-11-25,Kontorarbeid,Vi tilbyr en spennende jobb med faglige utfordringer samt faglig veiledning og kompetansehevende tiltak innen arbeidsfeltet,0,,
9493101,2016-11-25,Kontorarbeid,gir økonomisk støtte til fysisk aktivitet og kantineordning,0,,
9493101,2016-11-25,Kontorarbeid,Lønn og arbeidsvilkår etter avtale mellom arbeidstakerorganisasjonene og Virke,0,,
9493101,2016-11-25,Kontorarbeid,Fra lønnen trekkes for medlemskap i pensjonsordning,0,,
9493101,2016-11-25,Kontorarbeid,Søknad sammen med oversikt over utdanning og tidligere arbeidserfaring CV sendes til,0,,
9454684,2016-08-29,Ledere,Reime og Lode AS er et komplett bilanlegg som forhandler Peugeot Mitsubishi og bobiler på Jæren,0,,
9454684,2016-08-29,Ledere,I tillegg består virksomheten av bruktbilsalg autorisert verksted også for Mercedes og salg av deler og tilbehør,0,,
9454684,2016-08-29,Ledere,Selskapet har også ESSO bensinstasjon samt redningstjeneste,0,,
9454684,2016-08-29,Ledere,Totalt ansatte er og forventet omsetning i er ca mill,0,,
9454684,2016-08-29,Ledere,Daglig leder har ansvar for daglig drift økonomisk styring av virksomheten og rapportering til styret,1,,
9454684,2016-08-29,Ledere,Følge opp videreutvikle og forbedre selskapets strategi og mål,1,,
9454684,2016-08-29,Ledere,Sikre at virksomheten utnytter sin kapasitet på en mest mulig optimal og forsvarlig måte,1,,
9454684,2016-08-29,Ledere,Motivere ansatte og ledere mot felles mål,1,,
9454684,2016-08-29,Ledere,Sosial og utadvendt nettverksbygger,2,,
9454684,2016-08-29,Ledere,Tydelig motiverende og samlende leder,2,,
9454684,2016-08-29,Ledere,For å søke stillingen send CV med kortfattet søknad til,0,,
9454684,2016-08-29,Ledere,For eventuelle spørsmål ta kontakt med styreleder,0,,
9454684,2016-08-29,Ledere,Søknadsfrist september,0,,
9400975,2016-04-25,Barne- og ungdomsarbeid,Vi har ledig inntil stillinger som skoleassistent på,1,,
9400975,2016-04-25,Barne- og ungdomsarbeid,Arbeidsoppgaver Skoleassistentstillinger på,0,,
9400975,2016-04-25,Barne- og ungdomsarbeid,trinn Kvalifikasjoner Vi på jakt etter skoleassister som,1,,
9400975,2016-04-25,Barne- og ungdomsarbeid,Har et særskilt engasjement for barn med emosjonelle faglige og eller sosiale utfordringer,2,,
9400975,2016-04-25,Barne- og ungdomsarbeid,Kan inngå i et helhetlig opplegg for enkeltelever grupper med særskilte behov,1,,
9400975,2016-04-25,Barne- og ungdomsarbeid,Tar medansvar for at elevens tilbud er i samsvar med elevens behov i tråd med læreplan og eventuell individuell opplæringsplan IOP,1,,
9400975,2016-04-25,Barne- og ungdomsarbeid,Kan tilrettelegge læringssituasjoner ut fra barnets behov opplæringsplan i klasserommet både i små grupper og en til en,1,,
9400975,2016-04-25,Barne- og ungdomsarbeid,Deltar i omsorgsarbeidet for eleven for å skape trygghet og trivsel ved blant annet å følge opp elev er i pauser og friminutt,1,,
9400975,2016-04-25,Barne- og ungdomsarbeid,Er en tydelig voksenperson overfor barna,2,,
9400975,2016-04-25,Barne- og ungdomsarbeid,Har gode samarbeidsevner er fleksible og lærevillige,2,,
9400975,2016-04-25,Barne- og ungdomsarbeid,Har interesse for digital tilnærming til undervisning,2,,
9400975,2016-04-25,Barne- og ungdomsarbeid,Aktuell utdanning kan være barne,0,,
9400975,2016-04-25,Barne- og ungdomsarbeid,og ungdomsrelatert utdanning f eks fagbrev i barn og ungdomsarbeiderfaget og relevant yrkeserfaring,3,,
9400975,2016-04-25,Barne- og ungdomsarbeid,For den ene stillingen er det krav til kompetanse i eller interesse for,0,,
9400975,2016-04-25,Barne- og ungdomsarbeid,For stillingene kreves bestått norskprøve på minst B,3,,
9400975,2016-04-25,Barne- og ungdomsarbeid,nivå skriftlig og muntlig del Personlige egenskaper,0,,
9400975,2016-04-25,Barne- og ungdomsarbeid,Relasjonsbygger Positiv og tilstedeværende i møte med mennesker,2,,
9400975,2016-04-25,Barne- og ungdomsarbeid,Gode samarbeidsevner i samarbeid med kontaktlærere forsterketlærer og foresatte,2,,
9400975,2016-04-25,Barne- og ungdomsarbeid,Viser evne til å jobbe selvstendig og målrettet,2,,
9400975,2016-04-25,Barne- og ungdomsarbeid,Initiativrik fleksibel løsningsorientert og lærevillig,2,,
9400975,2016-04-25,Barne- og ungdomsarbeid,Personlig egnethet og relevant erfaring vil bli vektlagt Vi tilbyr Lønn og arbeidsvilkår er i samsvar med gjeldende lover forskrifter og avtaler,0,,
9400975,2016-04-25,Barne- og ungdomsarbeid,Stillingene følger skoleåret og lønnen har derfor reduksjonsbrøk på,0,,
9400975,2016-04-25,Barne- og ungdomsarbeid,Fagarbeider stillingskode,0,,
9400975,2016-04-25,Barne- og ungdomsarbeid,Lønnsspenn kr,0,,
9400975,2016-04-25,Barne- og ungdomsarbeid,til kr,0,,
9400975,2016-04-25,Barne- og ungdomsarbeid,For lønn som fagarbeider kreves fagbrev som barne,0,,
9400975,2016-04-25,Barne- og ungdomsarbeid,Skoleassistent stillingskode,0,,
9400975,2016-04-25,Barne- og ungdomsarbeid,lønnsspenn kr,0,,
9400975,2016-04-25,Barne- og ungdomsarbeid,til kr,0,,
9400975,2016-04-25,Barne- og ungdomsarbeid,Et trivelig arbeidsmiljø,0,,
9403559,2016-04-28,"Jordbruk, skogbruk og fiske",Søker etter Hjelpemann til Jobb på fiskebåt,1,,
9366542,2016-02-22,Ingen yrkesbakgrunn eller uoppgitt,SOMMERJOBB SESONGARBEID TEKNISK SEKTOR,0,,
9366542,2016-02-22,Ingen yrkesbakgrunn eller uoppgitt,Se informasjon og søknadsskjema på kommunens hjemmeside under Ledige stillinger,0,,
9381154,2016-03-16,"Jordbruk, skogbruk og fiske",Vi søker etter en dyktig anleggsgartner,1,,
9381154,2016-03-16,"Jordbruk, skogbruk og fiske",Vedlikehold av grøntanlegg,1,,
9381154,2016-03-16,"Jordbruk, skogbruk og fiske",Sette opp nye grøntanlegg,1,,
9381154,2016-03-16,"Jordbruk, skogbruk og fiske",Plantearbeid trær busker blomster osv,1,,
9381154,2016-03-16,"Jordbruk, skogbruk og fiske",i anleggsgartnerfaget,0,,
9381154,2016-03-16,"Jordbruk, skogbruk og fiske",B Erfaring fra bransjen,3,,
9381154,2016-03-16,"Jordbruk, skogbruk og fiske",Søknader skal sendes inn via epost til,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Unik mulighet til å være med å utvikle nye Bråtenalléen barnehage,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Vi skal lage en av Oslos beste og mest spennende barnehager vil du bli med på vår reise,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Vil du bli med å bygge opp en ny barnehage fra starten av er dette jobben for deg,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Hos oss vil vi ha stor takhøyde og gi deg frihet til å bruke deg selv og dine ressurser på en best mulig måte,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Ved å bli med helt fra oppstart får du en unik mulighet til å være med å sette ditt preg på Bråtenalléen barnehage,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Brenner du for barnehagefaget og har en stor yrkesstolthet kjenner du at du har mye å gi og godt pågangsmot vil vi ha nettopp deg med på laget,2,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Fagmiljøet vil preges av ønske om å være en lærende organisasjon med et sterkt engasjement og stor takhøyde for diskusjon og refleksjon,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Koordinert innsats samskaping tidlig innsats og tillit er viktige stikkord for,2,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Vårt slagord er Sammen om øyeblikket,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Du vil jobbe i et stort fagligmiljø av personalet vil være pedagogiske ledere,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Bråtenalléen barnehage er under bygging og har oppstart i oktober,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Barnehagen har avdelinger fordelt på to etasjer avdelinger i etasje småbarna og avdelinger i etasje storebarn,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Barnehagen har egen gymsal og to store flotte formingsrom,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Uteområdet er fordelt i ulike soner ut fra barnas alder og ferdigheter,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Barnehagen har egen bålplass,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Barnehagen ligger landlig til på Grefsen med nærhet til kollektiv transport,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Barnehagen er en av fire barnehager i Grefsen Disen barnehageområdet,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Vi behandler kun elektroniske søknader,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Ansettelse fra,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Eller etter avtale,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Bidra i faglige utviklingsprosesser,1,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Bidra i organisasjonsutvikling,1,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Skape gode danningsprosesser for barna,1,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Evne til tett samarbeid med øvrige samarbeidspartner,2,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Skape gode vilkår for samarbeid med foresatte og faglige miljøer,2,,
9618634,2017-08-14,Barne- og ungdomsarbeid,God kompetanse på digitalverktøy og IKT,3,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Bestått norskprøve skriftlig og muntlig må dokumenteres i søknad,3,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Gyldig politiattest må fremlegges før tiltredelse,3,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Menn oppfordres til å søke,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Personlig egenhet vektlegges,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Evne til å lede barnegrupper,2,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Evne til å vise god omsorg og tilknytning,2,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Evne til å ta initiativ og være selvstendig,2,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Vi tilbyr en moderne og ny barnehage hvor vi er opptatt av å levere kvalitet til barn og foreldre,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Bruk av IKT til dokumentasjon av hverdagen,1,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Gode muligheter for faglig utvikling,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,pedagogiske ledere,1,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Flere mannlige kolleger,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Veiledning for å styrke refleksjonsevne og heve faglig kompetanse,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Stor mulighet til å påvirke din egen arbeidsdag,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,Høyt faglig fokus,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,kr,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,etter lønnsansiennitet Barne,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,kr,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,etter lønnsansiennitet Barnehagemedarbeider,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,God pensjonsforsikring i Kontaktinformasjon,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,For elektronisk søknadsskjema,0,,
9618634,2017-08-14,Barne- og ungdomsarbeid,no wcmain CvJobRespond,0,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Kommunalsjefen inngår i rådmannens ledergruppe rapporterer til rådmannen og skal sammen med rådmannens lederteam bidra til utvikling av gode kommunale tjenester for innbyggerne i Fræna kommune,1,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Kommunalsjefen vil ha et helhetlig lederansvar for underlagte tjenesteområder,1,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Dette inkluderer budsjett,1,,
9671089,2017-11-16,Serviceyrker og annet arbeid,og økonomiansvar personalansvar og utviklingsansvar,1,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Fræna kommune er inne i en aktiv og spennende periode med en rekke større utbyggings,0,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Fra januar slår kommunen seg sammen med Eide kommune og danner Hustadvika kommune,0,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Ny administrativ hovedstruktur for Hustadvika kommune er ennå ikke besluttet med denne stillingen er tiltenkt en sentral plass i administrasjonssjefens nærmeste ledergruppe også i den nye kommunen,0,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Den som blir tilsatt må være forberedt på at arbeidsoppgaver og ansvar kan bli endret i forbindelse med oppbygging av Hustadvika kommune,0,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Stillingen vil likevel fortsatt være på kommunalsjefnivå,1,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Kommunalsjefen inngår i rådmannens ledergruppe rapporterer til rådmannen og skal sammen med rådmannens lederteam bidra til utvikling av gode kommunale tjenester for innbyggerne i Fræna kommune,1,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Kommunalsjefen vil ha et helhetlig lederansvar for underlagte tjenesteområder,1,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Dette inkluderer budsjett,1,,
9671089,2017-11-16,Serviceyrker og annet arbeid,og økonomiansvar personalansvar og utviklingsansvar,1,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Fræna kommune er inne i en aktiv og spennende periode med en rekke større utbyggings,0,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Fra januar slår kommunen seg sammen med Eide kommune og danner Hustadvika kommune,0,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Ny administrativ hovedstruktur for Hustadvika kommune er ennå ikke besluttet med denne stillingen er tiltenkt en sentral plass i administrasjonssjefens nærmeste ledergruppe også i den nye kommunen,0,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Den som blir tilsatt må være forberedt på at arbeidsoppgaver og ansvar kan bli endret i forbindelse med oppbygging av Hustadvika kommune,0,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Stillingen vil likevel fortsatt være på kommunalsjefnivå,1,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Høyere relevant utdanning på høyskole,3,,
9671089,2017-11-16,Serviceyrker og annet arbeid,universitetsnivå gjerne innen helseledelse,3,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Solid relevant ledererfaring på strategisk nivå fra større og komplekse organisasjoner fortrinnsvis fra offentlig virksomhet samt god økonomisk forståelse,3,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Kan vise til gode resultater,0,,
9671089,2017-11-16,Serviceyrker og annet arbeid,God skriftlig og muntlig framstillingsevne,3,,
9671089,2017-11-16,Serviceyrker og annet arbeid,og kommunikasjonsevner samt høy etisk standard,2,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Arbeider strukturert og har høy gjennomføringsevne,2,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Er selvgående ser nye muligheter og er en aktiv pådriver i utvikling av organisasjonen og kommunale tjenestetilbud,2,,
9671089,2017-11-16,Serviceyrker og annet arbeid,særlig knyttet til digitalisering og velferdsteknologi,0,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Entusiastisk og motiverende leder som evner å bygge kultur,2,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Stillingen forutsetter god helse,3,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Vi kan tilby,0,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Spennende utfordringer og varierte arbeidsoppgaver,0,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Store påvirkningsmuligheter i utvikling av organisasjonen,0,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Et hyggelig og faglig sterkt arbeidsmiljø,0,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Svært god pensjonsordning gjennom KLP,0,,
9671089,2017-11-16,Serviceyrker og annet arbeid,ekstra fridager,0,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Lønn og øvrige vilkår etter avtale,0,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Det vil bli utarbeidet egen lederavtale,0,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Elektronisk søknadsskjema finn du under søk på stilling,0,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Vi ber om at det blir nytta,0,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Vennligst ikke send inn vitnemål og attester,0,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Dette må du ta med deg til et eventuelt intervju,0,,
9671089,2017-11-16,Serviceyrker og annet arbeid,Stillingtype Fast ansatt,0,,
9527622,2017-02-10,Ingeniør- og ikt-fag,Jobbnorge ID,0,,
9527622,2017-02-10,Ingeniør- og ikt-fag,A temporary position as senior engineer is vacant for one year with the possibility of prolongation,1,,
9527622,2017-02-10,Ingeniør- og ikt-fag,The position will be part of the Oslo bioinformatics Elixir team,0,,
9527622,2017-02-10,Ingeniør- og ikt-fag,bioinformatics Elixir team is part of the,0,,
9527622,2017-02-10,Ingeniør- og ikt-fag,BMI research group at the Department of Informatics IFI,0,,
9527622,2017-02-10,Ingeniør- og ikt-fag,project is a European bioinformatics infrastructure program to ensure timely sustainable use of data and bioinformatics tools for life sciences,1,,
9527622,2017-02-10,Ingeniør- og ikt-fag,The team is expected to expand in the future,0,,
9527622,2017-02-10,Ingeniør- og ikt-fag,The position will be part of the Elixir development team participating in the development and implementation of functionality for national and international solutions for sensitive data as well as for becoming a member of the development team of statistical genomics tools,1,,
9527622,2017-02-10,Ingeniør- og ikt-fag,We are looking for a developer engineer requiring competence and interest within Java technologies Spring Eclipse JDBC jQuery testing with JUnit a basic competence within Python and Linux and Linux containers Dockers,3,,
9527622,2017-02-10,Ingeniør- og ikt-fag,It would also be beneficial with knowledge of HPC XML and advanced use of Linux containers,3,,
9527622,2017-02-10,Ingeniør- og ikt-fag,Some of the work will be within an international Python,1,,
9527622,2017-02-10,Ingeniør- og ikt-fag,user framework called Galaxy https galaxyproject,1,,
9527622,2017-02-10,Ingeniør- og ikt-fag,Relevant master degree in informatics or bioinformatics from college or university,3,,
9527622,2017-02-10,Ingeniør- og ikt-fag,relevant experience can weigh up for lack of formal education,0,,
