Stilling id;Registrert dato;Yrke grovgruppe;Stillingsbeskrivelse vasket
2721362;2012-01-31;Bygg og anlegg;"Ønskede kvalifikasjoner: Fagbrev og/eller erfaring.
For ytterligere informasjon om ledige stillinger, ring  på mob. .
Søknadsfrist snarest."
2774502;2012-04-28;Serviceyrker og annet arbeid;"Vårt hovedmål er å bidra til at alle besøkende får gode opplevelser, og vi søker derfor følgende nye medarbeidere til;
- KJØKKEN - Koking/baking (lapskaus, komler, stek, kaker o.l.)
- SERVERING - Selskap, leirskole, søndagsmiddag
- RENHOLD - Hytter og hus
- KIOSK - Turistsenteret og varmestuen
- TURISME - Da gjør vi litt av alt og tar godt i mot alle
Høres dette spennende ut? Kunne du tenkt deg å jobbe med oss i ett interessant og hektisk miljø? Ta kontakt med Jan på tlf.  eller 
Alle våre stillinger er fleksible i forhold til arbeidstid og mengde. Full stilling, halv stilling, bare helger, ukedager, noen dager i ny og ne eller noen timer innimellom! Faglig kvalifikasjoner er ikke påkrevd, men kan jo være en fordel. Full opplæring vil bli gitt.
Velkommen som medarbeider hos oss.
"
2806772;2012-06-25;Undervisning;"Ledige faste undervisningsstillingar:
- Helse-/sosialfag, 35 % stilling
- Kroppsøving, 30 % stilling
- Medium/kommunikasjon inntil 50 % stilling.
Meir informasjon og søknad:
Stillingane er ledige frå 1. august 2012. Sjå www.oppland.no eller kontakt skulen på tlf ."
2835146;2012-08-27;Bygg og anlegg;"Vår kunde er en av de fire største entreprenørselskapene i Norden, og jobber med større prosjekter i Hedmark, Oppland og den nordlige delen av Akershus. De har lang fartstid i bransjen og blir sett på som en anerkjent aktør i markedet. Med økt etterspørsel har de nå behov for flere prosjektledere/prosjekteringsledere som kan bidra til videre vekst på Østlandet.
 
Arbeidstid: Mandag-torsdag 0730-1600, fredag 0730-1400, fast stilling
Arbeidssted: Hedmark, Oppland og deler av Akershus
Tiltredelse: August/September
 
Som prosjektleder vil du ha ansvar for planlegging, fremdrift og styring av prosjekter, både med tanke på tidsplanlegging, økonomi og kvalitet. Du vil ha overordnet ansvar for prosjekteringsarbeidet og være en stor ressurs innen planlegging og koordinering, slik at optimale løsninger og kvalitet etterstrebes og opprettholdes. Prosjektleder vil i tillegg ha all kontakt med kunden.
 
I rollen som prosjekteringsleder er ansvarsområdene blant annet å være kontaktpunktet mellom selskapet, de forskjellige aktørene i prosjektet og offentlige myndigheter, samt være ansvarlig for blant annet tidsplanlegging og kalkulasjon.
 
Kvalifikasjoner:
Ingeniørutdanning, gjerne sivil ingeniør
Solid fartstid som prosjektleder kan erstatte formell kompetanse
Minst 3-5 års erfaring fra prosjektrettet virksomhet innen bygg/anleggsbransjen
 
Egenskaper:
Gode kommunikasjonsevner
God byggeteknisk forståelse
Strukturert og løsningsorientert
Norsk skriftlig og muntlig er et krav, engelsk muntlig er en fordel
Du må ha førerkort kl. B og egen bil tilgjengelig til bruk i jobben.
 
Vår kunde kan tilby utfordrende dager i et stort, nordisk selskap med vekstambisjoner. De har et åpent og hyggelig arbeidsmiljø hvor det er stor kompetansedeling mellom faglig dyktige medarbeidere. Selskapet er en solid og trygg arbeidsplass hvor de har gode forsikrings- og pensjonsordninger, samt gode utviklingsmuligheter.
 
Ønsker du nye utfordringer?
Send søknad og CV snarest til Spørsmål til stillingen kan rettes til , tlf. /970 80 131.
Alle henvendelser vil bli behandlet fortløpende uavhengig av søknadsfrist."
2734039;2012-02-20;Reiseliv og transport;"Utelivet i Kirkenes trenger nye, blide ansikter. Kunne du tenke deg å jobbe i et hektisk og morsomt miljø? Har du lyst til å være en del av vår fantastiske arbeidsgjeng?
Da kan dette være muligheten du har ventet på.
Ofelas ønsker å supplere arbeidsstokken med flere medarbeidere.
Søkere over 20 år vil prioriteres. 
Vi ønsker å gjøre oppmerksom på at stillingene kun er helgebaserte.
Send skriftlig søknad."
2757238;2012-03-27;Reiseliv og transport;"Vi har ledig stilling som:
Medarbeider heltid/deltid
 Er på jakt etter en heltidsjobb , vi ønsker deg velkommen til å starte din karriere hos oss på et hyggelig grillparty i organisert form!Som medarbeider i  vil du alltid jobbe i team sammen med andre. Når du er ferdig med din opplæring skal du jobbe på kjøkkenet hvor du lager alt fra Whoppere til baguetter, du kan også få stå i kassen og du vil dessuten kunne hygge deg med gjestene mens du rydder i restauranten.Vi søker:Deg som er over 15 år.Deg som er sporty og tar ansvar.Deg som brenner for strålende service.Deg som trives i et hektisk miljø.Vi tilbyr:Et godt arbeidsmiljø fyllt med ekte arbeidsglede.Full opplæring.Fleksibel arbeidstid.Gode karrieremuligheter. Karrieremulighetene er mange for deg som ønsker det i . Over halvparten av våre restaurantsjefer begynte sin karriere i  som medarbeidere. For å lære mer om de ulike karrieremulighetene i , gå inn på vår hjemmeside.
Sted: JESSHEIM 
Kontakter:
, tlf: 47 , mob: 47 , epost: [Klikk her]
"
2768358;2012-04-19;Barne- og ungdomsarbeid;Utlysningsnummer: Beskrivelse: Barne- og ungdomsarbeider lønnes i ltr. 16-26.   ER DU BARNEHAGEASSISTENT/BARNE- OG UNGDOMSARBEIDER MED BLIKK FOR FREMTIDEN   Pynten barnehage er en kommunal heldags barnehage, som ligger på Lambertseter, i Nordstrand bydel. Barnehagen ble bygget i 1962 og består av 6 avdelinger med barn i alderen 1-6 år, fordelt på stor- og småbarnsavdelinger.   Lek er barnas viktigste beskjeftigelse, og lek er barnehagens kjerne Derfor har Pynten barnehage også lek som satsingsområde, og har denne visjonen som drivkraft for arbeide vårt.   Du må ha interesse for å ta med barn på aktiviteter ute/inne, legge til rette for, og utforske sammen med barn.   Vi trenger deg som er fleksibel, ryddig og ansvarlig og som har god omsorg for barn. Du ma ha erfaring fra arbeid i barnehage, gode muntlige og skriftlige norskferdigheter og kunne bruke pc. Du må være lett å samarbeide med og være tydelig og nær i samspill med barn.   UTDANNINGSKRAV:   fagbrev barne- og ungdomsarbeider   søkere uten fagbrev er også velkommen til å søke, de avlønnes da som barnehageassistent   det er ønskelig med erfaring fra barnehage   personlig egnethet vektlegges   Les mer om oss på:  http://www.barnehager.oslo.kommune.no/category.phpcategoryID56228   Vi har personalhytter på Beitostølen og treningsavtale med Elixia og Sats, i tillegg til gode forsikrings- og pensjonsordninger.    er en IA bedrift og oppfordrer alle kvalifiserte kandidater til å søke jobb hos oss uavhengig av kjønn, alder, funksjonsevne, etnisk eller nasjonal bakgrunn.   Menn oppfordres til å søke.   Politiattest må fremlegges ved ansettelse.   Det oppfordres til å sende søknadspapirer pr e-post. Kontakt: , Telefon:  Lønn: Lønnstrinn 08-20
2820275;2012-08-06;Ledere;"Spennende topplederstilling hos ledende teknisk entreprenør- og serviceaktør med virksomhet innenfor bygg & anlegg og industri.
Vi søker en erfaren og engasjert leder til stillingen som Divisjonsdirektør for vår aktivitet i Sunnhordaland.
Du vil få ansvar for en kompetent, kunderettet og leveringskraftig organisasjon på om lag 90 ansatte.
Enheten har en budsjettert omsetning på om lag 95 MNOK og leverer solide resultater. Stillingen vil være
lokalisert på Stord og rapporterer til administrerende direktør for Apply TB ved hovedkontoret i Stavanger.
Vi søker kandidater som har omfattende ledererfaring og kan dokumentere solide resultater fra
lignende virksomheter. Du må ha relevant høyere utdanning innen ledelse og gjerne med tekniske
og/eller økonomiske fagretninger.
 v/ tlf. , for en konfidensiell og uforpliktende samtale.
For ytterligere informasjon, samt for å søke på stillingen, se experis.no"
2827378;2012-08-22;Meglere og konsulenter;"I HVERVEN REVISJON AS har vi et ungt og bredt faglig miljø som er i stadig utvikling. Nå ønsker vi oss flere dyktige medarbeidere og søker personer med både kort og lang arbeidserfaring.
Du har:
- Utdannelse innen revisjon/økonomi
- Noe arbeidserfaring innen revisjon/økonomi
- God muntlig og skriftlig fremstillingsevne
Du er:
- Selvstendig og motivert
- Fleksibel og har vilje til å stå på når det er nødvendig
Vi tilbyr:
- Et ungt og bredt faglig miljø
- Konkurransedyktige betingelser
- Gode pensjons- og forsikringsordninger
Også kandidater som er nyutdannet revisorer eller som har
relevant regnskapserfaring oppfordres til å søke.
Ønsker du ytterligere informasjon om stillingene, ta kontakt med
 på telefon  / 
eller e-post: 
Kortfattet søknad med CV sendes innen 5. september til:
Besøk gjerne våre nettsider
Kartverksveien 5, 3511 Hønefoss - Tlf.  - Faks 
E-post:  - www.hvervenrevisjon.no"
3679086;2012-11-08;Jordbruk, skogbruk og fiske;"Vi søker anleggsgartnere som kan jobbe som formenn. Dvs at man har ansvaret for gjennomføring av alt på et anlegg. Produksjon, kvalitet og bemanning.
Vi søker personer som har 2-3 års relevant erfaring.
Må kunne Engelsk.
Personer fra Norge, Sverige og Danmark oppfordres til å søke."
2813654;2012-07-10;Jordbruk, skogbruk og fiske;"Til våre tre stamfisklokaliteter i , MHN avd. S-T Stamfisk-sjø søker vi etter driftstekniker med teknisk bakgrunn. 
Vi søker samtidig tilkallingshjelp til helge- og sesongarbeid. 
Stillingens hovedoppgaver: fôring og røkting av laks; vedlikehold, løpende kontroll og ettersyn av utstyr og anlegg; journalføring, rapportering og prøvetaking av laks for analyse og egenkontroll; deltagelse i helgeturnusordning. 
Krav til stillingen: teknisk og mekanisk utdannelse/bakgrunn vil bli vektlagt; erfaring fra havbruk/akvakultur er en fordel; strukturert, ryddig og nøyaktig; kunne jobbe selvstendig, være handlekraftig og ha evne til å takle ansvar; er utadvendt og med gode samarbeids- og kommunikasjonsevner; være løsningsorientert - se muligheter i stedet for begrensinger. 
 tilbyr: jobb i verdens største sjømatselskap; konkurransedyktige betingelser og bonusordning; gode kollektive forsikrings- og pensjonsordninger; uformelt og krevende miljø; utfordrende arbeidsoppgaver med gode muligheter for personlig og faglig utvikling; arbeid i et miljø med internasjonal kontakt. 
Tiltredelse: så snart som mulig. 
Er du interessert, kontakt driftsleder , mob. .
 
Send inn din søknad og cv på: www.marineharvest.no - karriere.
"
6366033;2013-08-26;Ingeniør- og ikt-fag;"Som rådgiver/seniorrådgiver i Avdeling dokumentasjon og analyse vil du innhente og analysere kunnskap om abeidsmiljøspørsmål,
følge utviklingen i arbeidslivet og identifisere risikoforhold og årsakssammenhenger innen kjemisk og fysisk arbeidsmiljø.
Du vil utarbeide materiell og foreta faglige vurderinger, spesielt innen støy, eksponeringsmålinger og ventilasjon.
Vi søker en medarbeider med høyere utdanning (mastergrad eller lignende) innenfor kjemi og/eller yrkeshygiene. Vi søker deg som
har god kunnskap om arbeidsmiljø og HMS, gode kunnskaper i både kvalitativ og kvantitativ metode i tillegg til interesse for utredningsarbeid og analyse.
Du har evnen til å jobbe systematisk og målrettet både selvstendig og i team, og du er flink til å skape gode relasjoner internt så vel som eksternt.
For nærmere informasjon om stillingen kan avdelingsleder  kontaktes på telefon .
Fullstendig utlysning: www.arbeidstilsynet.no."
4885822;2013-02-20;Jordbruk, skogbruk og fiske;"Arbeidssted:		Bergen og omegn
Om stillingen: Vi søker trepleier med ETW sertifikat til fast heltidsstilling. Om ønskelig kan deltid vurderes.
Stillingskrav: Kun søkere med gyldig ETW sertifikat vil bli vurdert.
Lønn: Ca. NOK 200 brutto pr. time, avhengig av kompetanse og erfaring. I tillegg kommer gode forsikringsordninger.
Bolig: Vi kan være behjelpelig med å finne bolig.
Søknad: Send en kort søknad med CV per e-post til: 
Arbeidstid: Fast heltidsstilling
Siste utlysningsdato: 01.04.2013
Startdato: Snarest
For mer informasjon: ta kontakt med  på +47  eller e-post på  
"
4744239;2013-02-08;Helse, pleie og omsorg;"Overtannlege - Sør tannhelsedistrikt
Stillinga som overtannlege i Sør tannhelsedistrikt er ledig frå 01.08.2013. 
Overtannlegen har arbeidsstad på Stord tannklinikk. 
Sør tannhelsedistrikt omfattar kommunane Sveio, Bømlo, Kvinnherad, Etne, Fitjar og Stord. 
Distriktet er delt i 3 klinikkområde med for tida 9 tannklinikkar, og har 13 tannlegestillingar og 6 tannpleiarstillingar.
Arbeidssted:
5401 StordStord
Diverse:Stillingsbrøk: 100%FastTal på stillingar: 1
Kontaktperson(er):
, tlf.  / 
For fullstendig utlysningstekst og elektronisk søknadsskjema: [Klikk her]
"
5630164;2013-05-14;Undervisning;"Vi søker førskolelærer i 50 % fast stilling. Du må være glad i barn, fleksibel, profesjonell, være opptatt av egenutvikling og ha glimt i øyet. Hos oss vil du oppleve en sammensveiset og godt fungerende personalgruppe som arbeider hardt for at vi skal være den gode barnehagen vi er. Vi er opptatt av et høyt faglig innhold og har utviklet mange gode systemer og områder som hjelper oss å nå våre høye målsetninger. Du vil få gode lønnsbetingelser etter tariff, gode pensjons- og forsikringsordninger og et konkurransedyktig arbeidsmiljø.  er en del av Barnehagenett AS som eier 13 barnehager rundt om på østlandet. 
Vi oppfordrer nyutdannede og menn til å søke!"
5242356;2013-03-22;Undervisning;"Arbeidssted:
Kolskogheiane 14,
5210 OsOs
Diverse:Stillingsbrøk: 60%FastTal på stillingar: 1Startdato for tilsetjing/vikariat/engasjement: 01.08.2013
Kontaktperson(er):
, tlf. 
, tlf. 
For fullstendig utlysningstekst og elektronisk søknadsskjema: [Klikk her]
"
4630680;2013-01-29;Ingeniør- og ikt-fag;Vi søker etter Servicemontør som skal være stasjonert i Tromsø. Oppgavene vil være montering og service av våre produkter. Jobbene utføres ute hos våre hyggelige kunder, så stillingen medfører en del reising. Den vi søker bør være selvstendig, være et utpreget servicemenneske. Ha mekanisk utdannelse/erfaring. og kjennskap til elektro. Vi tilbyr en spennende hverdag med mange utfordrende oppgaver, aldri en lik dag, samt store faglige og personlige utfordringer.
5982745;2013-07-02;Serviceyrker og annet arbeid;"ALLSIDIG ASSISTENT
Vi søker vaktmester-/ renholds- og kjøkkenassistent i ett års vikariat i inntil 80 % stilling. Se fullstendig utlysning: www.bfk.no/ledigestillinger. Nærmere informasjon om stillingen ved administrasjonsleder
, tlf  eller e-post: "
4463505;2013-01-15;Helse, pleie og omsorg;"Skien kommune - ledig stilling.
Teamansvarlig/Fagutvikler ¿ 100 % fast stilling
Øyeblikkelig hjelp v/Klosterskogen vekst- og
ressurssenter
Søknadsfrist 20.01.2013
Fullstendig utlysningstekst og elektronisk søknadsskjema finner du på internett www.skien.kommune.no eller ved henvendelse til 
 på tlf ."
4946455;2013-02-25;Serviceyrker og annet arbeid;"Pleie og omsorg
FERIEVIKARER SOMMAREN 2013
Frå medio juni til medio august
Vi søkjer etter sjukepleiarar, vernepleiarar, sjukepleiarstudentar, vernepleiarstudentar, hjelpepleiarar, omsorgsarbeidarar, pleiemedhjelparar, reinhaldarar, kjøkkenpersonale og vaskeripersonale.
Generelle opplysningar :
Naustdal sjukeheim, heimesjukepleien og heimetenestene for funksjonshemma har tredelt turnus. Ferievikarane jobbar kvar 2.helg.
Alle avdelingane brukar dataprogrammet Gerica til si rapportering.
Individuell opplæring vil bli gitt på alle avdelingar.
Felles informasjon vil bli gitt i forkant. Dette omfattar også brannvernopplæring.
Ynskjer du å vite meir om stillingane kan du ringe følgjande:
Avdelingssjukepleiar på : 
Lotte C. Reiakvam, tlf. 
 : 
, tlf. /
Avdelingssjukepleiar for heimesjukepleien og heimehjelp: 
, tlf. 
Avdelingsleiar for HFF: , .
Du finn og meir informasjon under ledige stillingar på kommunen sine heimesider www.naustdal.kommune.no
For alle stillingane gjeld vanlege kommunale tilsetjingsvilkår. 
Søknad med rettkjende kopiar av vitnemål og attestar vert å sende pleie og omsorgstenesta i Naustdal, 6817 Naustdal.
Velkomen som søkjar.
Fullstendig utlysingstekst fi nn du på kommunen sine heimesider:
www.naustdal.kommune.no - ledige stillingar eller 
www.jobbdirekte.no/naustdal"
5895908;2013-06-20;Bygg og anlegg;"På grunn av sterkt økende oppdragsmengde søker vi framoverlente, løsningsorienterte og strukturerte prosjektledere og byggeleder/byggeplassleder, med evnen til å inspirere. Helst med erfaring fra totalentrepriser og/eller større byggeprosjekter.
ARBEIDSOPPGAVER FOR PROSJEKTLEDER:
- Bindeleddet mellom byggherre og vårt firma
- Delta på byggemøter, kontraktsgjennomgang/forhandlinger
- Overordnet ansvar for prosjektene med personalansvar for byggeledere, formenn og arbeidere
- Overordnet ansvar for fremdrift, kvalitet, økonomi og HMS på prosjektet.
Utdannelsesbakgrunn av ingeniør/sivilingeniør, samt bred bransjeerfaring fra tilsvarende stilling.
Relevant bransjeerfaring kan kompensere for manglende formell utdannelse.
VI KAN TILBY:
- Konkurransedyktige betingelser, gode pensjons-og forsikringsordninger
- Meget interessante prosjektoppgaver
- Gode utviklingsmuligheter
- Stabilt, hyggelig og uformelt arbeidsmiljø
ARBEIDSSTED:
Hovedkontoret ligger i Mo i Rana, men prosjektene er over hele Helgeland så noe reising må påregnes, for bygglederstillingen.
For mer informasjon ta kontakt med daglig leder i  AS , , 
Søknad m/CV sendes til 
"
6052431;2013-07-12;Barne- og ungdomsarbeid;" søker kvinnelig støttekontakt til 2 ulike oppdrag. Du bør være over 35 år for å søke:
 
Oppdrag A: 
Hyggelig mann tidlig i 50-årene, med psykiske vansker, trenger støttekontakt. Han er interessert i friluftsliv og fiske. Tur i marka eller dra å bowle er aktuelle aktiviteter å gjøre sammen. Han ønsker også å jobbe med vekt/kosthold og sunn livsstil, og trenger noen som kan være med å motivere og støtte han i fht dette samt andre utfordringer i dagliglivet. Nettverksbygging er også noe han ønsker å jobbe med.
Oppdraget er på 8 t pr mnd. Det er ønskelig at det kan utføres på dagtid, men kveld er også en mulighet. 
Oppdrag B: 
Hyggelig kvinne i midten av 40-årene, med psykiske vansker, trenger en støttekontakt som hun kan ha måltidsfellesskap og gå turer sammen med. Hun er ellers glad i håndarbeid og fotografering. Hun har diabetes, og opplever en del utfordringer og angst i fbm dette. Det kan være en fordel om du har litt kjennskap til diabetes, men du vil ellers få nødvendig opplæring. 
Oppdraget er på 12 t pr mnd. Det innebærer 1 samvær i uka på ca 3 timer.
Som støttekontakt kreves det av deg at du er trygg på deg selv, er respektfull og støttende overfor folk som sliter og at du er pålitelig.
For begge disse oppdragene er det ønskelig at du kan binde deg for minst 1 år.
Lønn og utgiftsdekning etter  gjeldende satser.
Du kan søke på ett, eller begge oppdragene. Marker tydelig hvilket av oppdragene du søker på. 
Kontaktperson: , tlf  / 
Søknad sendes på e-post til: 
Søknad kan også sendes til:
Bestillerkontor 18+
P.b.104 Bøler
0620 Oslo
Søknadsfrist. 29. juli 2013  
"
6422905;2013-09-03;Butikk- og salgsarbeid;" HOF Vinterbro
614 KVM NY MATCH HOUSE OF FASHION BUTIKK ÅPNER PÅ VINTERBRO!Det er stor satsning i Match og vi har utvidet vårt butikkonsept! Vinterbro står nå for tur og vi åpner en ny butikk på Vinterbro senteret som blir hele 614 kvm. Denne vil inneholde egen avdeling for herre, dame, Junior og en 120 kvm  in Shop.Vi søker etter en reslutatorientert avdelings leder for Herre.Som avdelingsleder jobber du i alle våre avdelinger, men du vil ha resultatansvar for en egen avdeling.Ansvarsoppgavene som denne stillingen innebærer er blant annet; vareeksponering, resultatansvar, supplering av varer, ansvarlig for at alle ansatte er utlært i kategorien du er avdelingsleder for, samt utarbeide og iverksette løpende handlingsplaner for å sikre måloppnåelse i din avdeling.KvalifikasjonerErfaring innen salgMål og resultatorientertØkonomisk forståelseLøsningsorientert!Kremmerånd og elsker å jobbe i butikkKreativGod til å samarbeide med andre.Vi kan tilby:Interaktiv opplæringKarrieremuligheterKonkurransedyktige betingelser.PersonalkjøpsordningAvdelingsleder rapporterer til daglig leder.Spørsmål vedr stillingen kan rettes til , mobil:  47 .
Sted: Vinterbro 
Tiltredelse: 01.11.2013
Kontakter:
, tlf: 47 , mob: 47 , epost: 
For elektronisk søknadsskjema: [Klikk her]
Søknadsfrist snarest."
6373300;2013-08-27;Kontorarbeid;"Ledig stilling
100% stilling ved sentralarkiv og kommunetorg
Vikariat frå 23.09.13 til 31.07.14, med mogelegheit for forlenging.
Søknadsfrist: 02.09.2013.
Fullstendig utlysingstekst og link til elektronisk søkeportal, sjå kommunen si heimeside www.aurland.kommune.no"
6631302;2013-10-02;Meglere og konsulenter;"  
Seksjon anskaffelser og logistikk er Vann- og avløpsetatens faginstans på anskaffelser. Vi inngår i tverrfaglige team, der vi bistår etatens prosjekter med ekspertise i komplekse anskaffelsesprosesser. VAV leder store og viktige prosjekter for fremtidens vann- og avløpshåndtering i Oslo. Din jobb vil kunne gjøre en viktig forskjell for mange.
 
Proporsjonalt med etatens økende investeringer øker vi nå også bemanningen i seksjonen for anskaffelser.
Arbeidsoppgaver
- Gjennomføre anskaffelser i samarbeid med interne oppdragsgivere 
- Utarbeide kontraktstrategi for egne anskaffelser i samarbeid med øvrige prosjektdeltakere
- Koordinere etatens aktiviteter i konkurransefasen 
- Utarbeide konkurransedokumenter 
- Evaluere leverandører og tilbud, forhandle med leverandører og utarbeide kontraktsdokumenter
- Foreta markedsundersøkelser 
- Bidra med innkjøpsfaglig kompetanse i prosjektorganisasjoner 
- Bidra i arbeidet med å videreutvikle rutiner og prosedyrer i seksjonen
Kvalifikasjoner
- Økonomisk/teknisk/juridisk utdannelse på universitets/høyskolenivå. Lang relevant erfaring kan kompensere for kravet om høyere utdannelse
- Inngående kunnskap om regelverket for offentlige anskaffelser 
- Erfaring fra arbeid med anskaffelser i større offentlig eller privat virksomhet er en fordel
- Relevante kunnskaper innen IT 
- God skriftlig og muntlig framstillingsevne på norsk
Utdanningsnivå
- Høyskole/Universitet
Egenskaper
- Evne til tverrfaglig samarbeid
Vi tilbyr
- Interessante og utfordrende arbeidsoppgaver 
- Gode muligheter for etterutdanning og videreutvikling av kompetanse 
- Tverrfaglig og profesjonelt miljø med hyggelige kolleger 
- IA-bedrift og fleksitidsordning 
- Gunstige pensjons- og forsikringsordninger 
- Lønn fra 519.500 til 603.500
Kontaktinfo:  
Arbeidssted: Herslebs gate 5, 0561 Oslo
Lenke til søk på stillingen: Elektronisk søknadsskjema
"
4665393;2013-02-01;Butikk- og salgsarbeid;"MIX Harebakken søker salgsmedarbeider i deltidsstilling. Du må ha ståpåvilje, like å omgåes mennesker, takle stress og fremstå serviceinnstilt og hyggelig. Du må i tillegg være fleksibel og til å stole på. Hos oss får du jobbe i en spennende MIX-butikk beliggende på  i Arendal.  Arbeidstiden vil variere litt, men er noe dagtid, ettermddag/kveld samt annen hver helg. Søkere til stillingen må være fylt 18 år og søknaden leveres i butikken eller pr. e- mail. Kopi av vitnemål og attester returneres ikke så disse bør du sende på e-mail. Spørsmål om stillingen kan rettes til Cesilie eller Johnny, tlf. .
"
5901560;2013-06-21;Reiseliv og transport;"Tvibit er et kulturhus for unge kreative mennesker i alderen 15-25 år i Tromsø sentrum. Basisen inkluderer kafé, Helsestasjon for ungdom, Prosjektvugga, Filmveksthus, utlån av utstyr, lokaler og kompetanse, øvingsrom, scene med mere.
Kaféen på Tvibit er en veldig viktig del av huset og det tilbudet vi gir til ungdom i Tromsø.
Vi har nå ledig en 100 % -engasjementstilling til å utvikle og drifte kafeen. Denne personen vil være ansvarlig for konsept for kaféen, driftsform og rutiner, vaktlister, bestilling og catering i forhold til andre prosjekter på huset (for eksempel  o.l.)
Stillingen krever erfaring innenfor kafédrift, og kjennskap til sammensetting av meny og vaktlister. For å få best mulig kontakt med den spesielle målgruppen til huset (ungdom mellom 15-25 år) er det nødvendig at den kaféansvarlige på Tvibit er en ung person. Stillingen innebærer noen kveldsvakter og helgejobbing, og arbeid i forbindelse med arrangementer på huset.
Vi ser etter en person som er effektiv, fleksibel, selvstendig, systematisk, serviceinnstilt og omgjengelig. Erfaring med arbeid med ungdom er positivt.
Engasjementet gjelder 2 år fra tilsettingsdato.
Lønn iht. gjeldende lover, reglement, tariffavtaler og kvalifikasjon. Tilsetting skjer i henhold til avtaler, lover og regler for ansatte i Tromsø kommune.
Søknad med CV sendes til: Kultur og Idrett, Rådhuset, postboks 6900, 9299 Tromsø
eller til: http://www.tvibit.net/"
4372283;2013-01-07;Meglere og konsulenter;"Til oppdrag hos en av våre kunder i oljebransjen søker vi etter innkjøper. Du bør ha min. bachelor i tekniske, logistikk eller økonomiske fag, samt kjennskap til SAP. Må også ha 1-2 års relevant arbeidserfaring.
 
Du finner mer informasjon om stillingen på våre hjemmesider: www.contikiressurser.no."
7012312;2013-11-25;Akademiske yrker;"Avdeling for Rus- og avhengighetsbehandling (ARA), Poliklinikk, Kristiansand
Avdeling for Rus- og avhengighetsbehandling (ARA) har enheter i Arendal, Kristiansand og Lister og er en egen avdeling i Klinikk for psykisk helse, Sørlandet sykehus HF. Vi gir en tverrfaglig spesialisert rusbehandling /TSB. 
Poliklinikken består av 39 årsverk fordelt bl.a. på 3 overleger, 1 lege i spesialisering og 10,6 psykologer. Poliklinikken er organisert i 3 ulike team: Psykiatrisk ungdomsteam, Almenteam og Legemiddelassistert rehabilitering. 
Avdelingen omfatter også 5 døgnenheter med tilsammen 64 sengeplasser og en egen forskningsenhet. Vi har ansvar for utredning, diagnostikk og behandling av ulike typer rus-og avhengighetsproblematikk, samt undervisning og forskning innen fagfeltet. 
Vi samarbeider med sykehus i Tanzania og Latvia. Forskningsenheten samarbeider med universiteter i inn- og utland. 
ARA satser på å være en faglig oppdatert organisasjon hvor anerkjente behandlingsmetoder og forståelsesmodeller ligger til grunn for arbeidet. Vi samarbeider med sykehusets øvrige enheter og fagmiljøer. 
Vi har ledig 100 % st. fast for psykologspesialist/psykolog i Almenteamet. 
Tiltredelse snarest eller etter avtale. 
Poliklinikken er lokalisert på Bisgegra 50c, 4632 Kristiansand 
Les mer om oss på vår hjemmeside: www.avhengighetsbehandling.no
Arbeidssted:
Bispegra 50C,
4632 Kristiansand SSørlandet sykehus, Kristiansand
Arbeidsoppgaver:
Diagnostisering, utredning og behandling av voksne med rusproblematikk. Veiledning Selvstendig arbeid i samarbeid med et tverrfaglig team.
Utdanningsretning:
Psykologi
Kvalifikasjoner:
Godkjent psykologutdanning eventuelt med spesialisering Ønske om erfaring innen fagfeltet
Egenskaper:
Personlig egnethet og evne til samarbeid/teamarbeid vil bli vektlagt
Vi tilbyr:
Godt og inspirerende fagmiljø med gode muligheter for faglig fordypning. Innflytelse på egen arbeidsdag Intern undervisning og veiledning samt mulighet for forskning. Månedlige psykologmøter 4 mndr studiepermisjon m/ lønn hvert 5. år for psykologspesialist. Konkurransedyktig lønn
Andre opplysninger:
Stillingsbrøk: 100%FastAntall stillinger: 1
Kontaktperson(er):
, tlf. 
, tlf. 
, tlf. /
For fullstendig utlysningstekst og elektronisk søknadsskjema: [Klikk her]
Søknadsfrist: 06.12.2013"
4537492;2013-01-21;Bygg og anlegg;"For kunde søker vi
Stillasbygger
Er du klar for å begynne i jobbe snarest, og har erfaring fra stillasbygg? Da trenger vi deg til en fast stilling med beliggenhet i Trondheim. Vår kunde er en stabil aktør i markedet, og kan tilby et godt arbeidsmiljø.
Ønskede kvalifikasjoner
Erfaring med stillas
Stillassetifikat paragraf 46C
God kjennskap til forskjellige stillassystemer
Personlige egenskaper
Pålitelig
Punktlig
Selvstendig
God lagspiller
Vi tilbyr
Godt arbeidsmiljø
Gode lønnsbetingelser
Er dette av interesse? Send mail med CV til "
